constructorResultsId,raceId,constructorId,points,status,name_x,year,constructorRef
16329,1061,210,0.0,\N,British Grand Prix,2021,haas
16339,1062,210,0.0,\N,Hungarian Grand Prix,2021,haas
16349,1063,210,0.0,\N,Belgian Grand Prix,2021,haas
16359,1064,210,0.0,\N,Dutch Grand Prix,2021,haas
16368,1065,210,0.0,\N,Italian Grand Prix,2021,haas
16379,1066,210,0.0,\N,Russian Grand Prix,2021,haas
16389,1067,210,0.0,\N,Turkish Grand Prix,2021,haas
16398,1069,210,0.0,\N,United States Grand Prix,2021,haas
16409,1070,210,0.0,\N,Mexico City Grand Prix,2021,haas
16419,1071,210,0.0,\N,São Paulo Grand Prix,2021,haas
16428,1051,210,0.0,\N,Qatar Grand Prix,2021,haas
16439,1072,210,0.0,\N,Saudi Arabian Grand Prix,2021,haas
16447,1073,210,0.0,\N,Abu Dhabi Grand Prix,2021,haas
16452,1074,210,10.0,\N,Bahrain Grand Prix,2022,haas
16466,1075,210,2.0,\N,Saudi Arabian Grand Prix,2022,haas
16479,1076,210,0.0,\N,Australian Grand Prix,2022,haas
16487,1077,210,3.0,\N,Emilia Romagna Grand Prix,2022,haas
16499,1078,210,0.0,\N,Miami Grand Prix,2022,haas
16508,1079,210,0.0,\N,Spanish Grand Prix,2022,haas
16519,1080,210,0.0,\N,Monaco Grand Prix,2022,haas
16528,1081,210,0.0,\N,Azerbaijan Grand Prix,2022,haas
16539,1082,210,0.0,\N,Canadian Grand Prix,2022,haas
16545,1083,210,5.0,\N,British Grand Prix,2022,haas
16554,1084,210,14.0,\N,Austrian Grand Prix,2022,haas
16569,1085,210,0.0,\N,French Grand Prix,2022,haas
16578,1086,210,0.0,\N,Hungarian Grand Prix,2022,haas
16589,1087,210,0.0,\N,Belgian Grand Prix,2022,haas
16598,1088,210,0.0,\N,Dutch Grand Prix,2022,haas
16608,1089,210,0.0,\N,Italian Grand Prix,2022,haas
16617,1091,210,0.0,\N,Singapore Grand Prix,2022,haas
16628,1092,210,0.0,\N,Japanese Grand Prix,2022,haas
16635,1093,210,2.0,\N,United States Grand Prix,2022,haas
16649,1094,210,0.0,\N,Mexico City Grand Prix,2022,haas
16656,1095,210,1.0,\N,São Paulo Grand Prix,2022,haas
16669,1096,210,0.0,\N,Abu Dhabi Grand Prix,2022,haas
16678,1098,210,0.0,\N,Bahrain Grand Prix,2023,haas
16685,1099,210,1.0,\N,Saudi Arabian Grand Prix,2023,haas
16694,1100,210,6.0,\N,Australian Grand Prix,2023,haas
16707,1101,210,0.0,\N,Azerbaijan Grand Prix,2023,haas
16715,1102,210,1.0,\N,Miami Grand Prix,2023,haas
16729,1104,210,0.0,\N,Monaco Grand Prix,2023,haas
16738,1105,210,0.0,\N,Spanish Grand Prix,2023,haas
16749,1106,210,0.0,\N,Canadian Grand Prix,2023,haas
16759,1107,210,3.0,\N,Austrian Grand Prix,2023,haas
16767,1108,210,0.0,\N,British Grand Prix,2023,haas
16778,1109,210,0.0,\N,Hungarian Grand Prix,2023,haas
16789,1110,210,0.0,\N,Belgian Grand Prix,2023,haas
16797,1111,210,0.0,\N,Dutch Grand Prix,2023,haas
16809,1112,210,0.0,\N,Italian Grand Prix,2023,haas
16816,1113,210,1.0,\N,Singapore Grand Prix,2023,haas
16828,1114,210,0.0,\N,Japanese Grand Prix,2023,haas
16838,1115,210,0.0,\N,Qatar Grand Prix,2023,haas
16848,1116,210,0.0,\N,United States Grand Prix,2023,haas
16857,1117,210,0.0,\N,Mexico City Grand Prix,2023,haas
16868,1118,210,0.0,\N,São Paulo Grand Prix,2023,haas
16877,1119,210,0.0,\N,Las Vegas Grand Prix,2023,haas
16896,1121,210,0.0,\N,Bahrain Grand Prix,2024,haas
16905,1122,210,1.0,\N,Saudi Arabian Grand Prix,2024,haas
16915,1123,210,3.0,\N,Australian Grand Prix,2024,haas
16926,1124,210,0.0,\N,Japanese Grand Prix,2024,haas
16935,1125,210,1.0,\N,Chinese Grand Prix,2024,haas
16947,1126,210,2.0,\N,Miami Grand Prix,2024,haas
16956,1127,210,0.0,\N,Emilia Romagna Grand Prix,2024,haas
16969,1128,210,0.0,\N,Monaco Grand Prix,2024,haas
16976,1129,210,0.0,\N,Canadian Grand Prix,2024,haas
16985,1130,210,0.0,\N,Spanish Grand Prix,2024,haas
16994,1131,210,12.0,\N,Austrian Grand Prix,2024,haas
17004,1132,210,8.0,\N,British Grand Prix,2024,haas
16889,1120,51,0.0,\N,Abu Dhabi Grand Prix,2023,alfa
15855,1010,51,4.0,\N,Australian Grand Prix,2019,alfa
15864,1011,51,6.0,\N,Bahrain Grand Prix,2019,alfa
15875,1012,51,2.0,\N,Chinese Grand Prix,2019,alfa
15885,1013,51,1.0,\N,Azerbaijan Grand Prix,2019,alfa
15897,1014,51,0.0,\N,Spanish Grand Prix,2019,alfa
15909,1015,51,0.0,\N,Monaco Grand Prix,2019,alfa
15917,1016,51,0.0,\N,Canadian Grand Prix,2019,alfa
15925,1017,51,6.0,\N,French Grand Prix,2019,alfa
15934,1018,51,3.0,\N,Austrian Grand Prix,2019,alfa
15945,1019,51,4.0,\N,British Grand Prix,2019,alfa
15955,1020,51,0.0,\N,German Grand Prix,2019,alfa
15964,1021,51,6.0,\N,Hungarian Grand Prix,2019,alfa
15979,1022,51,0.0,\N,Belgian Grand Prix,2019,alfa
15985,1023,51,2.0,\N,Italian Grand Prix,2019,alfa
15996,1024,51,1.0,\N,Singapore Grand Prix,2019,alfa
16008,1025,51,0.0,\N,Russian Grand Prix,2019,alfa
16017,1026,51,0.0,\N,Japanese Grand Prix,2019,alfa
16027,1027,51,0.0,\N,Mexican Grand Prix,2019,alfa
16036,1028,51,0.0,\N,United States Grand Prix,2019,alfa
16043,1029,51,22.0,\N,Brazilian Grand Prix,2019,alfa
16057,1030,51,0.0,\N,Abu Dhabi Grand Prix,2019,alfa
16066,1031,51,2.0,\N,Austrian Grand Prix,2020,alfa
16076,1032,51,0.0,\N,Styrian Grand Prix,2020,alfa
16088,1033,51,0.0,\N,Hungarian Grand Prix,2020,alfa
16098,1034,51,0.0,\N,British Grand Prix,2020,alfa
16107,1035,51,0.0,\N,70th Anniversary Grand Prix,2020,alfa
16117,1036,51,0.0,\N,Spanish Grand Prix,2020,alfa
16126,1037,51,0.0,\N,Belgian Grand Prix,2020,alfa
16137,1038,51,0.0,\N,Italian Grand Prix,2020,alfa
16147,1039,51,2.0,\N,Tuscan Grand Prix,2020,alfa
16156,1040,51,0.0,\N,Russian Grand Prix,2020,alfa
16168,1041,51,1.0,\N,Eifel Grand Prix,2020,alfa
16177,1042,51,0.0,\N,Portuguese Grand Prix,2020,alfa
16186,1043,51,3.0,\N,Emilia Romagna Grand Prix,2020,alfa
16197,1044,51,0.0,\N,Turkish Grand Prix,2020,alfa
16207,1045,51,0.0,\N,Bahrain Grand Prix,2020,alfa
16217,1046,51,0.0,\N,Sakhir Grand Prix,2020,alfa
16226,1047,51,0.0,\N,Abu Dhabi Grand Prix,2020,alfa
16236,1052,51,0.0,\N,Bahrain Grand Prix,2021,alfa
16246,1053,51,0.0,\N,Emilia Romagna Grand Prix,2021,alfa
16256,1054,51,0.0,\N,Portuguese Grand Prix,2021,alfa
16267,1055,51,0.0,\N,Spanish Grand Prix,2021,alfa
16277,1056,51,1.0,\N,Monaco Grand Prix,2021,alfa
16286,1057,51,1.0,\N,Azerbaijan Grand Prix,2021,alfa
16298,1059,51,0.0,\N,French Grand Prix,2021,alfa
16307,1058,51,0.0,\N,Styrian Grand Prix,2021,alfa
16318,1060,51,0.0,\N,Austrian Grand Prix,2021,alfa
16327,1061,51,0.0,\N,British Grand Prix,2021,alfa
16337,1062,51,1.0,\N,Hungarian Grand Prix,2021,alfa
16348,1063,51,0.0,\N,Belgian Grand Prix,2021,alfa
16357,1064,51,0.0,\N,Dutch Grand Prix,2021,alfa
16367,1065,51,0.0,\N,Italian Grand Prix,2021,alfa
16375,1066,51,4.0,\N,Russian Grand Prix,2021,alfa
16387,1067,51,0.0,\N,Turkish Grand Prix,2021,alfa
16396,1069,51,0.0,\N,United States Grand Prix,2021,alfa
16405,1070,51,4.0,\N,Mexico City Grand Prix,2021,alfa
16417,1071,51,0.0,\N,São Paulo Grand Prix,2021,alfa
16427,1051,51,0.0,\N,Qatar Grand Prix,2021,alfa
16436,1072,51,2.0,\N,Saudi Arabian Grand Prix,2021,alfa
16449,1073,51,0.0,\N,Abu Dhabi Grand Prix,2021,alfa
16453,1074,51,9.0,\N,Bahrain Grand Prix,2022,alfa
16467,1075,51,0.0,\N,Saudi Arabian Grand Prix,2022,alfa
16475,1076,51,4.0,\N,Australian Grand Prix,2022,alfa
16483,1077,51,12.0,\N,Emilia Romagna Grand Prix,2022,alfa
16493,1078,51,6.0,\N,Miami Grand Prix,2022,alfa
16503,1079,51,8.0,\N,Spanish Grand Prix,2022,alfa
16515,1080,51,2.0,\N,Monaco Grand Prix,2022,alfa
16526,1081,51,0.0,\N,Azerbaijan Grand Prix,2022,alfa
16534,1082,51,10.0,\N,Canadian Grand Prix,2022,alfa
16549,1083,51,0.0,\N,British Grand Prix,2022,alfa
16556,1084,51,0.0,\N,Austrian Grand Prix,2022,alfa
16568,1085,51,0.0,\N,French Grand Prix,2022,alfa
16577,1086,51,0.0,\N,Hungarian Grand Prix,2022,alfa
16588,1087,51,0.0,\N,Belgian Grand Prix,2022,alfa
16599,1088,51,0.0,\N,Dutch Grand Prix,2022,alfa
16606,1089,51,1.0,\N,Italian Grand Prix,2022,alfa
16616,1091,51,0.0,\N,Singapore Grand Prix,2022,alfa
16629,1092,51,0.0,\N,Japanese Grand Prix,2022,alfa
16638,1093,51,0.0,\N,United States Grand Prix,2022,alfa
16645,1094,51,1.0,\N,Mexico City Grand Prix,2022,alfa
16654,1095,51,2.0,\N,São Paulo Grand Prix,2022,alfa
16667,1096,51,0.0,\N,Abu Dhabi Grand Prix,2022,alfa
16674,1098,51,4.0,\N,Bahrain Grand Prix,2023,alfa
16687,1099,51,0.0,\N,Saudi Arabian Grand Prix,2023,alfa
16695,1100,51,2.0,\N,Australian Grand Prix,2023,alfa
16709,1101,51,0.0,\N,Azerbaijan Grand Prix,2023,alfa
16717,1102,51,0.0,\N,Miami Grand Prix,2023,alfa
16726,1104,51,0.0,\N,Monaco Grand Prix,2023,alfa
16735,1105,51,2.0,\N,Spanish Grand Prix,2023,alfa
16746,1106,51,1.0,\N,Canadian Grand Prix,2023,alfa
16757,1107,51,0.0,\N,Austrian Grand Prix,2023,alfa
16766,1108,51,0.0,\N,British Grand Prix,2023,alfa
16776,1109,51,0.0,\N,Hungarian Grand Prix,2023,alfa
16787,1110,51,0.0,\N,Belgian Grand Prix,2023,alfa
16799,1111,51,0.0,\N,Dutch Grand Prix,2023,alfa
16806,1112,51,1.0,\N,Italian Grand Prix,2023,alfa
16818,1113,51,0.0,\N,Singapore Grand Prix,2023,alfa
16827,1114,51,0.0,\N,Japanese Grand Prix,2023,alfa
16836,1115,51,6.0,\N,Qatar Grand Prix,2023,alfa
16849,1116,51,0.0,\N,United States Grand Prix,2023,alfa
16858,1117,51,0.0,\N,Mexico City Grand Prix,2023,alfa
16869,1118,51,0.0,\N,São Paulo Grand Prix,2023,alfa
16879,1119,51,0.0,\N,Las Vegas Grand Prix,2023,alfa
15854,1010,4,6.0,\N,Australian Grand Prix,2019,renault
15868,1011,4,0.0,\N,Bahrain Grand Prix,2019,renault
15873,1012,4,6.0,\N,Chinese Grand Prix,2019,renault
15888,1013,4,0.0,\N,Azerbaijan Grand Prix,2019,renault
15896,1014,4,0.0,\N,Spanish Grand Prix,2019,renault
15905,1015,4,2.0,\N,Monaco Grand Prix,2019,renault
15913,1016,4,14.0,\N,Canadian Grand Prix,2019,renault
15924,1017,4,4.0,\N,French Grand Prix,2019,renault
15936,1018,4,0.0,\N,Austrian Grand Prix,2019,renault
15944,1019,4,7.0,\N,British Grand Prix,2019,renault
15959,1020,4,0.0,\N,German Grand Prix,2019,renault
15967,1021,4,0.0,\N,Hungarian Grand Prix,2019,renault
15975,1022,4,4.0,\N,Belgian Grand Prix,2019,renault
15982,1023,4,22.0,\N,Italian Grand Prix,2019,renault
15995,1024,4,2.0,\N,Singapore Grand Prix,2019,renault
16006,1025,4,1.0,\N,Russian Grand Prix,2019,renault
16014,1026,4,0.0,\N,Japanese Grand Prix,2019,renault
16024,1027,4,5.0,\N,Mexican Grand Prix,2019,renault
16033,1028,4,10.0,\N,United States Grand Prix,2019,renault
16044,1029,4,8.0,\N,Brazilian Grand Prix,2019,renault
16056,1030,4,0.0,\N,Abu Dhabi Grand Prix,2019,renault
16065,1031,4,4.0,\N,Austrian Grand Prix,2020,renault
16074,1032,4,4.0,\N,Styrian Grand Prix,2020,renault
16084,1033,4,4.0,\N,Hungarian Grand Prix,2020,renault
16093,1034,4,20.0,\N,British Grand Prix,2020,renault
16104,1035,4,4.0,\N,70th Anniversary Grand Prix,2020,renault
16116,1036,4,0.0,\N,Spanish Grand Prix,2020,renault
16122,1037,4,23.0,\N,Belgian Grand Prix,2020,renault
16134,1038,4,12.0,\N,Italian Grand Prix,2020,renault
16142,1039,4,12.0,\N,Tuscan Grand Prix,2020,renault
16153,1040,4,16.0,\N,Russian Grand Prix,2020,renault
16162,1041,4,15.0,\N,Eifel Grand Prix,2020,renault
16176,1042,4,6.0,\N,Portuguese Grand Prix,2020,renault
16181,1043,4,15.0,\N,Emilia Romagna Grand Prix,2020,renault
16195,1044,4,1.0,\N,Turkish Grand Prix,2020,renault
16204,1045,4,8.0,\N,Bahrain Grand Prix,2020,renault
16211,1046,4,28.0,\N,Sakhir Grand Prix,2020,renault
16223,1047,4,9.0,\N,Abu Dhabi Grand Prix,2020,renault
15856,1010,211,2.0,\N,Australian Grand Prix,2019,racing_point
15865,1011,211,1.0,\N,Bahrain Grand Prix,2019,racing_point
15874,1012,211,4.0,\N,Chinese Grand Prix,2019,racing_point
15883,1013,211,10.0,\N,Azerbaijan Grand Prix,2019,racing_point
15898,1014,211,0.0,\N,Spanish Grand Prix,2019,racing_point
15907,1015,211,0.0,\N,Monaco Grand Prix,2019,racing_point
15914,1016,211,2.0,\N,Canadian Grand Prix,2019,racing_point
15926,1017,211,0.0,\N,French Grand Prix,2019,racing_point
15935,1018,211,0.0,\N,Austrian Grand Prix,2019,racing_point
15947,1019,211,0.0,\N,British Grand Prix,2019,racing_point
15953,1020,211,12.0,\N,German Grand Prix,2019,racing_point
15966,1021,211,0.0,\N,Hungarian Grand Prix,2019,racing_point
15973,1022,211,9.0,\N,Belgian Grand Prix,2019,racing_point
15984,1023,211,6.0,\N,Italian Grand Prix,2019,racing_point
15998,1024,211,0.0,\N,Singapore Grand Prix,2019,racing_point
16004,1025,211,6.0,\N,Russian Grand Prix,2019,racing_point
16016,1026,211,6.0,\N,Japanese Grand Prix,2019,racing_point
16023,1027,211,6.0,\N,Mexican Grand Prix,2019,racing_point
16035,1028,211,1.0,\N,United States Grand Prix,2019,racing_point
16046,1029,211,2.0,\N,Brazilian Grand Prix,2019,racing_point
16053,1030,211,6.0,\N,Abu Dhabi Grand Prix,2019,racing_point
16063,1031,211,8.0,\N,Austrian Grand Prix,2020,racing_point
16073,1032,211,14.0,\N,Styrian Grand Prix,2020,racing_point
16082,1033,211,18.0,\N,Hungarian Grand Prix,2020,racing_point
16096,1034,211,2.0,\N,British Grand Prix,2020,racing_point
16103,1035,211,14.0,\N,70th Anniversary Grand Prix,2020,racing_point
16112,1036,211,22.0,\N,Spanish Grand Prix,2020,racing_point
16125,1037,211,3.0,\N,Belgian Grand Prix,2020,racing_point
16132,1038,211,16.0,\N,Italian Grand Prix,2020,racing_point
16143,1039,211,10.0,\N,Tuscan Grand Prix,2020,racing_point
16152,1040,211,12.0,\N,Russian Grand Prix,2020,racing_point
16163,1041,211,16.0,\N,Eifel Grand Prix,2020,racing_point
16175,1042,211,6.0,\N,Portuguese Grand Prix,2020,racing_point
16184,1043,211,8.0,\N,Emilia Romagna Grand Prix,2020,racing_point
16191,1044,211,20.0,\N,Turkish Grand Prix,2020,racing_point
16209,1045,211,0.0,\N,Bahrain Grand Prix,2020,racing_point
16210,1046,211,40.0,\N,Sakhir Grand Prix,2020,racing_point
16225,1047,211,1.0,\N,Abu Dhabi Grand Prix,2020,racing_point
15857,1010,5,1.0,\N,Australian Grand Prix,2019,toro_rosso
15869,1011,5,2.0,\N,Bahrain Grand Prix,2019,toro_rosso
15876,1012,5,1.0,\N,Chinese Grand Prix,2019,toro_rosso
15886,1013,5,0.0,\N,Azerbaijan Grand Prix,2019,toro_rosso
15895,1014,5,2.0,\N,Spanish Grand Prix,2019,toro_rosso
15904,1015,5,10.0,\N,Monaco Grand Prix,2019,toro_rosso
15915,1016,5,1.0,\N,Canadian Grand Prix,2019,toro_rosso
15927,1017,5,0.0,\N,French Grand Prix,2019,toro_rosso
15937,1018,5,0.0,\N,Austrian Grand Prix,2019,toro_rosso
15946,1019,5,2.0,\N,British Grand Prix,2019,toro_rosso
15952,1020,5,23.0,\N,German Grand Prix,2019,toro_rosso
15965,1021,5,1.0,\N,Hungarian Grand Prix,2019,toro_rosso
15974,1022,5,8.0,\N,Belgian Grand Prix,2019,toro_rosso
15987,1023,5,0.0,\N,Italian Grand Prix,2019,toro_rosso
15994,1024,5,4.0,\N,Singapore Grand Prix,2019,toro_rosso
16007,1025,5,0.0,\N,Russian Grand Prix,2019,toro_rosso
16015,1026,5,7.0,\N,Japanese Grand Prix,2019,toro_rosso
16025,1027,5,2.0,\N,Mexican Grand Prix,2019,toro_rosso
16037,1028,5,0.0,\N,United States Grand Prix,2019,toro_rosso
16041,1029,5,19.0,\N,Brazilian Grand Prix,2019,toro_rosso
16055,1030,5,2.0,\N,Abu Dhabi Grand Prix,2019,toro_rosso
16895,1121,15,0.0,\N,Bahrain Grand Prix,2024,sauber
16909,1122,15,0.0,\N,Saudi Arabian Grand Prix,2024,sauber
16918,1123,15,0.0,\N,Australian Grand Prix,2024,sauber
16927,1124,15,0.0,\N,Japanese Grand Prix,2024,sauber
16938,1125,15,0.0,\N,Chinese Grand Prix,2024,sauber
16948,1126,15,0.0,\N,Miami Grand Prix,2024,sauber
16958,1127,15,0.0,\N,Emilia Romagna Grand Prix,2024,sauber
16968,1128,15,0.0,\N,Monaco Grand Prix,2024,sauber
16977,1129,15,0.0,\N,Canadian Grand Prix,2024,sauber
16987,1130,15,0.0,\N,Spanish Grand Prix,2024,sauber
16999,1131,15,0.0,\N,Austrian Grand Prix,2024,sauber
17008,1132,15,0.0,\N,British Grand Prix,2024,sauber
16897,1121,215,0.0,\N,Bahrain Grand Prix,2024,rb
16908,1122,215,0.0,\N,Saudi Arabian Grand Prix,2024,rb
16914,1123,215,6.0,\N,Australian Grand Prix,2024,rb
16925,1124,215,1.0,\N,Japanese Grand Prix,2024,rb
16939,1125,215,0.0,\N,Chinese Grand Prix,2024,rb
16944,1126,215,12.0,\N,Miami Grand Prix,2024,rb
16955,1127,215,1.0,\N,Emilia Romagna Grand Prix,2024,rb
16964,1128,215,4.0,\N,Monaco Grand Prix,2024,rb
16974,1129,215,4.0,\N,Canadian Grand Prix,2024,rb
16988,1130,215,0.0,\N,Spanish Grand Prix,2024,rb
16995,1131,215,2.0,\N,Austrian Grand Prix,2024,rb
17007,1132,215,1.0,\N,British Grand Prix,2024,rb
